,call_type,unit_type,latitude,longitude
1340,Structure Fire,ENGINE,37.7726948237,-122.4221882614
7427,Structure Fire,ENGINE,37.7956493532,-122.4132086268
8760,Structure Fire,ENGINE,37.7917690748,-122.4294268467
8589,Structure Fire,RESCUE SQUAD,37.764836265700005,-122.469656988
1096,Structure Fire,MEDIC,37.7717364636,-122.4236734117
8687,Structure Fire,TRUCK,37.7219049199,-122.4546170251
1334,Structure Fire,TRUCK,37.795312940900004,-122.3979747506
1331,Structure Fire,ENGINE,37.781595587199995,-122.4121906699
1177,Structure Fire,ENGINE,37.7403329887,-122.46644858239999
7354,Structure Fire,ENGINE,37.7956493532,-122.4132086268
3317,Structure Fire,ENGINE,37.7501075459,-122.4137792289
1254,Structure Fire,SUPPORT,37.7403329887,-122.46644858239999
1167,Structure Fire,ENGINE,37.738239292399996,-122.5000577788
8698,Structure Fire,TRUCK,37.793565084099995,-122.4046134224
6449,Structure Fire,ENGINE,37.7623547484,-122.4373423684
3315,Structure Fire,CHIEF,37.7852197348,-122.40667465899999
8599,Structure Fire,ENGINE,37.8078031175,-122.4190860681
7379,Structure Fire,CHIEF,37.7866710638,-122.4509262583
7318,Structure Fire,ENGINE,37.731677271799995,-122.39899409200001
1296,Structure Fire,CHIEF,37.7689033402,-122.45183913870001
7409,Structure Fire,ENGINE,37.7904949924,-122.4087846268
1269,Structure Fire,ENGINE,37.7403329887,-122.46644858239999
5624,Structure Fire,CHIEF,37.7949460514,-122.4291558531
5615,Structure Fire,ENGINE,37.7702101749,-122.4453449892
8797,Structure Fire,TRUCK,37.7219049199,-122.4546170251
8655,Structure Fire,CHIEF,37.7917690748,-122.4294268467
4065,Structure Fire,RESCUE SQUAD,37.7852197348,-122.40667465899999
1141,Structure Fire,ENGINE,37.7650513382,-122.41966897389999
8676,Structure Fire,TRUCK,37.783287852,-122.4089521601
1265,Structure Fire,ENGINE,37.7655967523,-122.4477975209
7394,Structure Fire,TRUCK,37.7851285057,-122.4144553687
7341,Structure Fire,TRUCK,37.7956493532,-122.4132086268
3307,Structure Fire,CHIEF,37.783730040900004,-122.41375367049999
5622,Structure Fire,TRUCK,37.7702101749,-122.4453449892
7338,Structure Fire,CHIEF,37.7866710638,-122.4509262583
2482,Structure Fire,TRUCK,37.7842056749,-122.4076127318
1251,Structure Fire,TRUCK,37.7726948237,-122.4221882614
7339,Structure Fire,TRUCK,37.731677271799995,-122.39899409200001
4144,Structure Fire,ENGINE,37.781199994,-122.4303648882
1136,Structure Fire,ENGINE,37.7726948237,-122.4221882614
1135,Structure Fire,SUPPORT,37.7403329887,-122.46644858239999
2483,Structure Fire,TRUCK,37.7877942875,-122.4035297284
1247,Structure Fire,MEDIC,37.7113797074,-122.45034108440001
1246,Structure Fire,TRUCK,37.7403329887,-122.46644858239999
8648,Structure Fire,CHIEF,37.782723970300005,-122.396167865
1273,Structure Fire,TRUCK,37.7857402819,-122.4138042679
3305,Structure Fire,RESCUE SQUAD,37.804281564,-122.41710095040001
1239,Structure Fire,ENGINE,37.7921084009,-122.4009330839
5630,Structure Fire,TRUCK,37.7702101749,-122.4453449892
4049,Structure Fire,ENGINE,37.7852197348,-122.40667465899999
1240,Structure Fire,MEDIC,37.7726948237,-122.4221882614
1241,Structure Fire,ENGINE,37.7717364636,-122.4236734117
8630,Structure Fire,TRUCK,37.8078031175,-122.4190860681
8817,Structure Fire,CHIEF,37.7219049199,-122.4546170251
6458,Structure Fire,TRUCK,37.7702101749,-122.4453449892
8788,Structure Fire,TRUCK,37.782723970300005,-122.396167865
7331,Structure Fire,TRUCK,37.7851285057,-122.4144553687
4051,Structure Fire,CHIEF,37.7852197348,-122.40667465899999
4053,Structure Fire,CHIEF,37.750903790100004,-122.4339790692
7405,Structure Fire,TRUCK,37.748237394,-122.4091747167
4140,Structure Fire,TRUCK,37.7501075459,-122.4137792289
8790,Structure Fire,CHIEF,37.7219049199,-122.4546170251
5626,Structure Fire,MEDIC,37.7949460514,-122.4291558531
7335,Structure Fire,ENGINE,37.7904949924,-122.4087846268
4057,Structure Fire,MEDIC,37.750903790100004,-122.4339790692
7403,Structure Fire,ENGINE,37.731677271799995,-122.39899409200001
7402,Structure Fire,ENGINE,37.7807191769,-122.4153156165
2468,Structure Fire,TRUCK,37.7877942875,-122.4035297284
7407,Structure Fire,ENGINE,37.7956493532,-122.4132086268
1348,Structure Fire,TRUCK,37.7877942875,-122.4035297284
7387,Structure Fire,CHIEF,37.7956493532,-122.4132086268
7358,Structure Fire,ENGINE,37.789016335599996,-122.4102424393
3376,Structure Fire,RESCUE SQUAD,37.7501075459,-122.4137792289
3371,Structure Fire,MEDIC,37.7852197348,-122.40667465899999
7357,Structure Fire,CHIEF,37.7851285057,-122.4144553687
5655,Structure Fire,ENGINE,37.7949460514,-122.4291558531
1215,Structure Fire,TRUCK,37.7726948237,-122.4221882614
8543,Structure Fire,ENGINE,37.782723970300005,-122.396167865
3995,Structure Fire,CHIEF,37.7501075459,-122.4137792289
5772,Structure Fire,TRUCK,37.7949460514,-122.4291558531
1198,Structure Fire,ENGINE,37.7403329887,-122.46644858239999
1066,Structure Fire,TRUCK,37.7717364636,-122.4236734117
5787,Structure Fire,RESCUE SQUAD,37.7352738344,-122.39141347030001
1401,Structure Fire,MEDIC,37.7403329887,-122.46644858239999
6434,Structure Fire,TRUCK,37.7801930305,-122.4270167578
1187,Structure Fire,ENGINE,37.7403329887,-122.46644858239999
5765,Structure Fire,ENGINE,37.7702101749,-122.4453449892
1078,Structure Fire,TRUCK,37.7334230297,-122.482013815
1189,Structure Fire,ENGINE,37.7403329887,-122.46644858239999
4115,Structure Fire,CHIEF,37.7501075459,-122.4137792289
8721,Structure Fire,ENGINE,37.7807920803,-122.4083857455
8870,Structure Fire,ENGINE,37.782723970300005,-122.396167865
6517,Structure Fire,CHIEF,37.7777124404,-122.4127367074
8747,Structure Fire,ENGINE,37.7917690748,-122.4294268467
5782,Structure Fire,TRUCK,37.7537685477,-122.48718301209999
6429,Structure Fire,TRUCK,37.786409613800004,-122.40803623629999
2500,Structure Fire,TRUCK,37.7877867423,-122.40307088680001
1071,Structure Fire,CHIEF,37.7857402819,-122.4138042679
1395,Structure Fire,ENGINE,37.7857402819,-122.4138042679
3375,Structure Fire,ENGINE,37.7852197348,-122.40667465899999
1390,Structure Fire,CHIEF,37.7113797074,-122.45034108440001
5650,Structure Fire,ENGINE,37.7765408927,-122.4175014649
8535,Structure Fire,CHIEF,37.7808106501,-122.49009472739999
1069,Structure Fire,ENGINE,37.7857402819,-122.4138042679
3290,Structure Fire,TRUCK,37.766428605,-122.45210996360001
1389,Structure Fire,CHIEF,37.7717364636,-122.4236734117
3289,Structure Fire,MEDIC,37.766428605,-122.45210996360001
7371,Structure Fire,RESCUE CAPTAIN,37.7956493532,-122.4132086268
7310,Structure Fire,INVESTIGATION,37.7804578378,-122.4286905391
3364,Structure Fire,ENGINE,37.7501075459,-122.4137792289
3992,Structure Fire,ENGINE,37.804281564,-122.41710095040001
7359,Structure Fire,CHIEF,37.8008661593,-122.4354271774
8521,Structure Fire,ENGINE,37.782723970300005,-122.396167865
8522,Structure Fire,ENGINE,37.8078031175,-122.4190860681
7360,Structure Fire,ENGINE,37.7851285057,-122.4144553687
7455,Structure Fire,ENGINE,37.748237394,-122.4091747167
8565,Structure Fire,MEDIC,37.7917690748,-122.4294268467
1216,Structure Fire,ENGINE,37.7403329887,-122.46644858239999
1356,Structure Fire,CHIEF,37.7717364636,-122.4236734117
1081,Structure Fire,CHIEF,37.7403329887,-122.46644858239999
5755,Structure Fire,CHIEF,37.7352738344,-122.39141347030001
2497,Structure Fire,TRUCK,37.7868468973,-122.4620125818
1193,Structure Fire,CHIEF,37.7717364636,-122.4236734117
1403,Structure Fire,ENGINE,37.7726948237,-122.4221882614
2511,Structure Fire,ENGINE,37.786409613800004,-122.40803623629999
1224,Structure Fire,ENGINE,37.7790321327,-122.40184327440001
1085,Structure Fire,ENGINE,37.7857402819,-122.4138042679
6439,Structure Fire,TRUCK,37.786409613800004,-122.40803623629999
8758,Structure Fire,ENGINE,37.7219049199,-122.4546170251
1351,Structure Fire,TRUCK,37.7689033402,-122.45183913870001
1086,Structure Fire,CHIEF,37.7726948237,-122.4221882614
8855,Structure Fire,ENGINE,37.764836265700005,-122.469656988
1405,Structure Fire,ENGINE,37.7857402819,-122.4138042679
3319,Structure Fire,ENGINE,37.759027747800005,-122.4391673085
1217,Structure Fire,CHIEF,37.7655967523,-122.4477975209
2555,Structure Fire,CHIEF,37.766428605,-122.45210996360001
8564,Structure Fire,TRUCK,37.7723719321,-122.4321178771
1179,Structure Fire,ENGINE,37.7334230297,-122.482013815
8756,Structure Fire,TRUCK,37.7697978509,-122.4485788148
8716,Structure Fire,MEDIC,37.764836265700005,-122.469656988
7731,Structure Fire,CHIEF,37.783138714699994,-122.4259287399
8715,Structure Fire,TRUCK,37.764836265700005,-122.469656988
8884,Structure Fire,ENGINE,37.7808106501,-122.49009472739999
3287,Structure Fire,ENGINE,37.786409613800004,-122.40803623629999
2419,Structure Fire,TRUCK,37.7910283417,-122.420848621
1185,Structure Fire,ENGINE,37.7403329887,-122.46644858239999
1080,Structure Fire,ENGINE,37.7697978509,-122.4485788148
2510,Structure Fire,TRUCK,37.7910283417,-122.420848621
8561,Structure Fire,TRUCK,37.7807920803,-122.4083857455
